Review,giai_tri,luu_tru,nha_hang,an_uong,van_chuyen,mua_sam
"Mình chỉ đến spa ngẫu nhiên do spa gần khách sạn mình ở Quy Nhơn nhưng rất ngạc nhiên về chất lượng: Dịch vụ spa rất chuyên nghiệp, hiệu quả, nhân viên có vẻ có tay nghề rất tốt, phục vụ nhiệt tình, thân thiện. Highly recommend!
",5,0,0,0,0,0
"Xin lưu ý rằng có những kẻ lừa đảo ngoài kia giả vờ là bạn hoặc họ có thể là nhân viên của bạn sử dụng 
thẻ Vinasun của bạn để lừa đảo khách du lịch. Họ đã cướp của tôi 500 đô la.",0,0,0,0,1,0
Hỗ trợ nhiệt tình trong thời gian lưu trú. Chuyến bay bị delay khách sạn vẫn tạo điều kiện cho ở mà ko thêm phụ phí. Chất lượng cơ sở vật chất ở mức tốt.,0,5,0,0,0,0
Aeon mall tan phu thật tuyệt vời! Rất lớn cũng đặt ra với một loạt các cửa hàng. Điều tốt nhất về nó là siêu thị nơi bạn có thể nhận được vô số vật phẩm cho ngôi nhà.,0,0,0,0,0,0
"Mọi thứ diễn ra suôn sẻ - đúng giờ và chất lượng xe tốt. Chi phí cao hơn nhiều so với một chiếc xe Grab, 
nhưng giá trị nó cho dịch vụ và sự tiện lợi. Rất vui khi giới thiệu dịch vụ này.",0,0,0,0,5,0
"Giá tạm ổn, thức ăn ngon, nêm nếm vừa ăn theo khẩu vị miền nam. đặc biệt là các món hấp xả.
Thích món ốc hương xào bơ tốp mỡ. Tốp mỡ quán tự làm nên ngon và giòn lắm.
",0,0,0,4,0,0
"Rượu ngon, nam vô tửu như kỳ vô phong
",0,0,0,4,0,0
"Dịch vụ rất thuận tiện khi đến du lịch quy nhơn. Gần sân bay và có giao, nhận xe tận nơi, giá cả hợp lý. Các bạn giao xe máy thân thiện lại còn nhiệt tình chỉ đường và tư vấn các địa điểm vui chơi, ăn uống. Like",0,0,0,0,4,0
Bãi xe không thuận tiện,0,2,0,0,0,0
"Mình thuê 5 xe chạy từ Quy Nhơn đến các địa điểm du lịch ở Tuy Hòa - Phú Yên. Đây là cung đường đẹp nhất miền trung, vắng vẻ, ít xe và đường rất dễ đi. Nếu đã quyết đi phượt miền trung thì nhất định phải chạy cung đường này. Ngoài vẽ đẹp thiên nhiên thì chúng ta có thể ghé các khu nhà nuôi tôm để ăn hải sản hoặc vào đầm ô loan, có thể ghé các địa điểm du lịch khác như ghềnh đá đĩa, hoa vàng cỏ xanh, mũi điện... Xe thuê ở đây chạy rất tốt, êm dường như được bảo dưỡng rất kĩ. Ngoài chuẩn bị mũ bảo hiểm và áo mưa, xe còn được trang bị đầy đủ 2 gương và bạn chủ còn đi photo giấy tờ xe công chứng để bọn mình bọc đi đường, rất chu đáo và nhiệt tình. Chuyến đi kết thúc an toàn và vui vẻ, không gặp bất cứ sự cố gì, lần sau có dịp ghé Quy Nhơn nhất định sẽ quay lại đây để thuê xe máy. Cảm ơn và hẹn gặp lại",0,0,0,0,5,0
Cảm ơn bạn đã chia sẻ cách trồng và sử dụng cây của bạn! Tôi đã học được một cái gì đó mới và nấm rất ngon!,0,0,0,4,0,0
Tuy không sang trọng như xe cao cấp nhưng đầy đủ tiện nghi. Phòng rộng thoải mái nằm. Các nhân viên đều rất chu đáo với khách hàng. Dù mình xuống bến không có trong điểm đặt nhưng các chú vẫn hỗ trợ. Khi khách xuống xe còn chào khách rất lịch sự.,0,0,0,0,4,0
"Quán có tiếng từ lâu, được nhiều người biết đến. Giá cả bình dân, không gian thoáng mát. Chuyên phục vụ sinh tố, các loại bánh bèo. Giờ mở cửa: 7h sáng- 8h tối. Giá trung bình: 10 nghìn- 20 nghìn/ người. Mỗi lần có dịp về quê, mình đều ghé vào đây ăn cho thỏa. Mình hay gọi một dĩa bánh bèo và kèm thêm 1 ly sinh tố. Bánh bèo ngon, mềm, nhân và hành phi ăn kèm rất thơm. Sinh tố ở đây thì quá nổi tiếng và không có gì chê được. Nếu ghé qua Quy Nhơn, thì không nên bỏ qua quán Kim Đình",0,0,0,5,0,0
"Quán này thì theo mình là khá khó tìm vì thấy xe cứ chạy vòng vòng, quán có không gian rộng và mát kiểu sân vườn (có máy che), quán sạch sẽ. Mình tới quán chỉ ăn món gà thôi, gà luộc, gà chiên nước mắm, miến náu với lòng gà và xôi chiên. Gà thả vườn nên thịt chắc, mà mình thì không thích ăn gà nên thấy hơi ngán. Xôi chiên cảm thấy có dầu trong xôi nên ngán luôn :)) Nhân viên nhanh nhẹn.",0,0,0,4,0,0
"Không gian quán thoát mát, phụ vụ nhiệt tình và cô chủ quán rất dễ thương, tiếp đãi chúng tôi rất ân cần.",0,0,5,0,0,0
"Gia đình mình có chuyến nghỉ ngắn ngày cuối tuần tại Avani, mình rất ấn tượng với dịch vụ của Resort, nhất là bạn lễ tân tên Cường đã take care gia đình mình từ đầu đến cuối và hỗ trợ mình cả issue liên quan đến bên booking.
Ngoài ra, mình cảm thấy rất đáng tiền với view biển, phòng ốc đầy đủ tiện nghi, bể bơi đẹp và đồ ăn ngon.
Nhất định mình sẽ quay lại đây nhiều lần nữa. Cám ơn Avani vì trải nghiệm tuyệt vời!",0,5,0,0,0,0
"Mình hỏi hàng mà nhân viên thái độ, khách hỏi không trả lời, rõ ràng mình hỏi trước Nâng lại lấy cho những người khác trước",0,0,0,0,0,1
"Hôm về QN đc dẫn đi ăn ở quán này. Đến quán tầm 1h trưa mà vẫn đông khách quá trời. Không gian khá rộng, tuy không có máy lạnh nhưng không bị nóng quá. Nhân viên đông và cũng nhanh nhẹn Cút ram me ngon nè, vị đậm đà ăn thích lắm. Con cút cũng nhỏ nhỏ chứ hông béo núc ních như cút ở sg Gà nướng ướp thấm vị, ăn ngon quá trời, ăn kèm vs xôi chiên hai mặt cũng ngon nhưng hơi dầu Gà hấp dai ngon, đúng kiểu gà ta thả vườn. Ăn thêm tô miến nấu vs lòng gà và nấm nữa là hết ý luôn nha. Giá cũng okay chứ hông cao lắm",0,0,0,5,0,0
"Được khách sạn tặng 1 hộp quà lưu niệm nhỏ, bé nhà mình rất thích.",0,4,0,0,0,0
"Rất nhiều mặt hàng được bày bán ở đây, giá hơi cao hơn 1 chút so với thị trường chung, nhưng vì nó là cửa hàng 1 stop nên mức giá đó chấp nhận được.
",0,0,0,0,0,3
"Khách sạn đẹp, ổn, mọi thứ đều tốt",0,4,0,0,0,0
"Điểm hẹn quen thuộc của mình vào những ngày trái gió trở trời :))) thiệt sự là quán này nếu khôg gian rộng hơn chút nữa thì quá tuyệt vời, khách đông nhưng không gian hơi chật nên khá ồn ào. Nghe a chủ nói chuẩn bị decor lại quán hy vọng là thêm nhiều view sống ảo mới ^^ . Trà sữa ở đây thì ngon khỏi nói rồi, thơm ngon, vị ngọt vừa phải, giá cả lại phải chăng. Nhân viên phục vụ nhiệt tình , thân thiện, chủ quán kute dễ thương vô đối ^^ sẽ là khách ruột của quán ni hihi",0,0,0,5,0,0
"Hồ bơi ngày mồng 5/12 nhân viên báo đang bảo trì, do đó không dùng được trong ngày lưu trú ở khách sạn.",0,2,0,0,0,0
"Phụ thu 10% trong dịp tết (mình đi mùng 4) Trà gạo thêm TC trắng (1 size 53k) mình thường gọi 50 đường đá nên vị trà đậm, lại ngọt vừa. Nhìn chung khá dễ uống. Giống vị trà gạo nhật mua trong CK có điều mình được giảm đường :>>> Trà cam vàng đào nhài thêm TC trắng (1 size 53k) vị trà ổn, có vị cam uống không bị chua, có bông nhài (giống cúc màu vàng "" "" ) đào ít đáng thương. Nói chung giá này sẽ cao với chất lượng ở đây. Nhưng vì mình có uống mấy loại xêm xêm ở Hcm rồi nên cũng không tính đắt. Mặt bằng chung trang trí ổn, nhân viên nhiệt tình, bảo vệ nhanh nhẹn.",0,0,0,5,0,0
"Có một chiếc taxi vinaun tại quầy taxi. Được sử dụng đồng hồ cho các chuyến đi trong quá khứ của tôi. Vì vậy, tôi nhấn mạnh vào một mét. 
Khi tài xế từ chối, tôi nói tôi sẽ xuống xe. Vì vậy, anh không có lựa chọn nào khác ngoài việc lên đồng hồ. Khi tôi đến đích, tôi yêu cầu nhận. Nhưng người lái xe từ chối đưa cho tôi một biên lai và thậm chí đã chửi tôi khi tôi khăng khăng. Vì tôi chỉ có một mình, tôi chỉ ném tiền vé cho anh ấy và rời khỏi xe. Ít nhất tôi vẫn còn nguyên vẹn.",1,0,0,0,1,0
"Nhân viên phục vụ tận tình, vui vẻ, giúp khách check in sớm nhất có thể và hỗ trợ khách đặt các dịch vụ. Rất linh động xử lý các yêu cầu của khách. Mình sẽ quay lại nếu có dịp đến Nha Trang.",0,4,0,0,0,0
Rất thích. Chắc chắn sẽ ghé lại khi đến Nha Trang,5,5,5,0,0,0
"Nen den an:
Hai san tuoi song
Lam mon ngon, nhanh
Gia hop ly
Phuc vu chu dao, chuyen nghiep.

Xe dua don rong rai, nhiet tinh, nhanh chong
Co rat nhieu hai san, de dang lua chon
Phong oc rong rai, sach se.

Phu hop cho gia dinh, an hai san tuoi va gia re hon FLC (Do an trong nha hang FLC se ko tuoi bang, tuy dc phuc vu cua FLC nhanh va tot hon, nhung gia se cao hon 1 ti).

Nen den de trai nghiem",0,5,0,5,5,0
"Tôi không thực sự thích nơi này vì tôi thấy một vài mặt hàng đắt hơn, vẫn thích chợ Bin Tay.",0,0,0,0,0,0
"Quán nằm trên đường nhỏ, tên đường lạ nên phải search map mới bik :)) nhưng đi riết ùi cũng quen. Decor quán dễ thương, thích không khí yên tĩnh ở đây, chị chủ vui tính, cho chụp hình thoải mái, nhân viên phục vụ chu đáo, niềm nở. Mình mới thử dừa tắc, matcha, trái cây tô vị dâu, nói chung là ok, vừa miệng. Rất đáng để thử 👍👍",0,0,0,5,0,0
"Đó là một thiên nhiên tuyệt vời, văn hóa và hướng dẫn. Tất nhiên, thác nước trong vắt là một kiệt tác. (Trời lạnh nhưng bạn có thể bơi trong
 khoảng thời gian vừa đủ. Ngoài ra, sau khi trồi lên không bị dính như khi xuống biển hoặc ở vũng tàu.) Rau hữu cơ từ Lào ・ Thị trường nhập khẩu từ Trung Quốc và Việt Nam tiếp giáp với nhau, di cư ở miền xuôi của người dân núi cao Từ ngành du lịch ở Việt Nam, tôi cảm nhận được du lịch sinh thái và kinh tế thị trường trong chủ nghĩa xã hội. Tôi không nghĩ mình đã có thể đạt đến cảm giác đó nếu không có sự giải thích của anh Duy từ hướng dẫn viên.",5,0,0,0,0,0
"Nằm ở đường Diên Hồng Quy Nhơn. Quán này cũng khá nổi tiếng ở đây về độ ngon. Nhưng mình thì cũng thấy được thôi, chứ không ngon lắm. Vì ăn nhiều sẽ ngấy vì mình thấy hơi nhiều dầu. Một người ăn tầm hai cái là vừa đủ no. Bánh nhiều tôm và nhiều thịt bò, đặc trưng là bò và tôm đều rất tươi, rau sống ăn kèm thì toàn rau non và ngọt, nước chấm cũng vừa miệng Quán cũng khá sạch sẽ, mà tại giá hơi chát nên ảnh hưởng một phần độ ngon của nó.",0,0,0,3,0,0
"View đẹp, phòng sạch sẽ, nhân viên thân thiện",0,4,0,0,0,0
Vừa bị lừa từ một chiếc taxi đã đổi 500000 của tôi thành 20000 đừng nhảy lên một chiếc taxi từ phố vui. Tổng cướp. Một chiếc taxi 2 chỉ tốn 22,1,0,0,0,1,0
"Chỗ này vắng hoe vắng hoắt, không một bóng người, vào đứng chờ hoài không thấy ai mà gọi sdt cũng ko ai nghe. Cảm thấy vô nghĩa",0,2,0,0,0,0
"Người bán ở đây nhìn mặt khách du lịch mà chặt đấy, mình đi 2 người vô hỏi giá tới tận 50k/phần - 2 bánh. Lúc đó mình có nói sao bánh xèo đây mắc vậy vì mình cũng dân miền Trung thì ng bán ở đó bảo bán 2 năm nay giá vậy rồi, thái độ lại vừa cười nhạt vừa báo giá khiến mình cũng cảm thấy k dc tôn trọng vậy nên mình đứng dậy đi luôn. Nói chung là các bạn nên cẩn thận.",0,0,0,1,0,0
"Phòng sạch sẽ, thoáng, nệm êm, đầy đủ thiết bị",3,0,0,0,0,0
"Tụi mình có hỏi thuê xe của anh Bảo trước đó 1 ngày. Hẹn giao xe lúc 6h sáng hôm sau nhưng không ngờ xe đến sớm hơn mình tưởng, chỉ mới 5h là đã đến nơi rồi, thế là mình gọi cho anh ấy bảo xe lúc 5h. Cứ tưởng sẽ phức tạp cho anh em nào ngờ anh rất vui và giao xe cho mình rất nhanh sau đó, chỉ 15p sau là đã có 2 xe máy cho nhóm mình. Thủ tục thuê xe cũng đơn giản, chỉ cần đưa ra cmnd và kiểm tra bằng lái xe, ký tên vào hợp đồng thuê xe là xong. ",0,0,0,0,5,0
"Bạn có thể nhìn thấy nhiều cảnh đẹp của thành phố trong khi bạn thư giãn trên một chiếc thuyền và chụp 
nhiều bức ảnh như bạn muốn với nhiều điểm dừng. Nó chỉ có 30 Dng cho 3 giờ đi xe.",4,0,0,0,4,0
"Giao và nhận xe tại FLC Resort. Cám ơn anh Hoài Bảo vì nếu không có xe của anh thì cũng chẳng biết thuê ai. Alo và gửi mail nhiều nơi không tìm thấy đơn vị nào giao xe tại FLC Resort cả. Đọc đánh giá dịch vụ cho thuê xe số 1 Quy Nhơn và rồi alo cho anh Hoài Bảo. Tất cả diễn ra trên cả mong đợi. Bắt tay ký ngay 7 xe 3 ngày với anh, toàn xe và mới, chạy cực tốt. Mình gửi anh thêm ít phí giao dịch, vì mình hiểu resort cách tp 15km rất cực cho bên anh nhưng anh nhất quyết không nhận.  Làm việc rất chuyên nghiệp, máy chủ thái độ, vui vẻ và chiều khách hàng quá tuyệt vời. Chưa từng thuê máy ai mà nhiệt tình như vậy, giờ có 10 sao thì cũng cho anh 10 sao",0,0,0,0,5,0
Hỗ trợ qua zalo ko tiếp xúc rất phù hợp,0,3,0,0,0,0
"Địa điểm mua quà ở quy nhơn tốt nhất 115 tây sơn , Nguyễn văn cừ TP Quy Nhơn",0,0,0,0,0,5
"Ngon. Nước mắm chua ngọt bắt vị. Giá thì cũng ổn tầm 45-55k/ng là no. Sữa đậu nành ngon.
",0,0,0,5,0,0
"Trong một chuyến thăm Hồ Chí Minh gần đây, chúng tôi quyết định rằng chúng tôi cần một điều gì đó khác biệt để làm. 
Chúng tôi không muốn bất kỳ chuyến du lịch có tổ chức nào chỉ là một cái gì đó khác biệt trên sông. 
Chúng tôi đã tìm thấy Vina Express trên internet và quyết định dùng thử dịch vụ này. 
Dịch vụ phà đã hoạt động một vài năm nhưng gần đây đã hoạt động trở lại và là một ngày tuyệt vời cùng bạn bè và gia đình đến Vũng Tàu. 
Phà rời bến mỗi giờ từ 08:00 và mất khoảng 90 phút để đến Vũng Tàu. Hãy mang theo khăn tắm biển vì Vũng Tàu là nơi bạn muốn dành trọn một ngày. 
Họ có những bãi biển tuyệt vời với tiện nghi phòng thay đồ và cũng có công viên giải trí trên đỉnh đồi có thể đi đến bằng cáp treo. 
Chúng tôi thuê xe tay ga băng qua đường từ bến phà và dành vài giờ đi xe quanh thị trấn.",4,0,0,0,4,0
Đồ ăn ngon. Giá hợp lý. Hơi nóng chút thôi. Do k gần biển.,0,0,0,5,0,0
"Tôi rất thất vọng về thái độ phục vụ của tài xế của cả 2 chuyến xe trưa nay. 
Tôi đã dự định sẽ thanh toán chi phí nhiều hơn đồng hồ báo vì tôi đi quãng đường ngắn và vì hôm nay là Tết Dương Lịch, 
nhưng khi đến nơi thì tôi thay đổi suy nghĩ của mình vì không việc gì tôi phải trả nhiều hơn cho 1 dịch vụ mà tôi không hài lòng.",0,0,0,0,1,0
"Nằm giữa đường lê duẩn sau lung siêu thị copmart là quán cà phê Milano , quán rộng rãi không gian đẹp trang trọng lúc nào cũng đông vui. Nụ cười nhiệt tình của bạn nhân viên, không khí nói chuyện vui vẻ của nhóm bạn trẻ, hay là một chút suy tư của cô chú lớn tuổi. Ngồi nhâm nhi ly cà phê nguyên chất thơm ngon mỗi người một suy nghĩ tâm trạng khác nhau. Quán khá nổi tiếng ở quy nhơn... phòng máy lạnh nhưng đầy khói thuốc lá!!😍👌😉❤️🌺🌼 có bãi đậu xe rộng rãi là nơi tuyệt vời để bạn tiếp chuyện với đôi  tác
",0,0,0,4,0,0
"Dịch vụ chuyên nghiệp, giá thành rất hợp lý, là dịch vụ cho thuê xe máy có tâm nhất tại thành phố quy nhơn, ai hỏi thuê xe máy là mình nghĩ ngay đến chổ này",0,0,0,0,5,0
"Mình không ngờ lại có món chè khúc bạch ngon thế này luôn. Mình đã từng ăn một lần chè khúc bạch và nó quá tệ nên mình k bao giờ ăn nữa,nhưng bị cô bạn ép nên mình miễn cưỡng theo,ai ngờ ăn tuốt hai bát luôn. Chè vừa thanh vừa dịu quyện với hươn vải, hạt điều khô giòn tan, còn khúc bạch thì không chê được điểm nào nó thơm ngon với ba vị trà xanh, phomai và cacao ăn miếng nào cảm xúc dâng trào miếng đó. Giá thì hạt dẻ vô cùng chỉ 15k một chén. Không tìm ra được điểm nào để chê.",0,0,0,5,0,0
"Khách sạn rất sạch, đồ ăn sáng ngon và phong phú. Nhân viên nhiệt tình và thân thiện (nhất là em Mỹ, nhân viên lễ tân). Địa điểm gần trung tâm và bãi biển, rất tiện đi tắm biển và mua sắm. Tới Nha trang nhất định sẽ nghỉ ở khách sạn Aaron lần nữa. Cảm ơn các bạn đã giúp chúng tôi có kỳ nghỉ hoàn hảo!",0,5,0,5,0,0
"Mỗi lần ăn thì giá lại nhích lên một chút, hôm nay mình ăn 25k một tô rồi . Bánh canh ở đây theo mình thì nước dùng tuy đơn giản nhưng rất ngon , kiểu ngọt thanh chứ không quá dầu mỡ . Cọng bánh canh gạo to và cứng hơn so với cọng bánh canh gạo của quy nhơn , chả cá dai ngon . Cua cho khá nhiều nhưng mình thấy ít tươi , thịt cua hơi bùi . Khi ăn có thể ăn kèm bánh mì cho chắc bụng , thêm 3k cho một ổ bánh mì . Phục vụ nhanh nhẹn , không để khách chờ lâu dù quán rất đông .",0,0,0,5,0,0
"Thấy chủ quán bảo cách ăn là cuốn bánh hỏi với thịt rồi nhúng cháo, chấm nc mắm ăn. Cơ mà thịt bánh lên trước aqn xong rồi cháo mới lên , được cái cháo ngon, với hành ăn thơm chứ ko bị hăng. Quán đông nên lên đồ lâu",0,0,0,4,0,0
"Thức ăn thật tuyệt vời và có một cái nhìn trong nhà bếp, nó không có mùi vị và bia lạnh mà không bình thường ở Việt Nam? Nó cũng có bia trên vòi. Một trong những chủ sở hữu có tên Docker không thể thân thiện hơn khi chăm sóc nhóm 8 chúng tôi không thể làm đủ cho chúng tôi. Docker đã cho chúng tôi một cái nhìn sâu sắc về cuộc sống Việt Nam và đề xuất một số khu vực tuyệt vời để tham quan - những bãi biển và làng quê xinh đẹp và một nơi được gọi là cuộc sống là một bãi biển. Thanh tra lại một vài lần vì chúng tôi rất thích nó.",0,0,0,5,5,0
Dịch vụ cho thuê xe máy tại Quy Nhơn rất hữu ích. Các bạn giao xe đến tận nơi và rất nhiệt tình. Kết thúc 1 chuyến du lịch thú vị và cảm thấy ấn tượng với con người ở thành phố Quy Nhơn.,0,0,0,0,5,0
"Quán đông, khách chờ dài cổ, phục vụ thì cũng nhiều người nhưng không phát huy được nhân lực. Món ruột của quán là cơm gà nhưng theo mình thì cũng không ngon lắm. Có khi thịt gà khô hoặc bở! Không quay lại nữa!",0,0,0,2,0,0
Bữa sáng tuyệt vời với một bát phở gà thật ngon và nhiều thịt. Các món ăn khâc cũng rất tuyệt đặc biệt là món chè sương sa hạt lựu.,0,0,0,5,0,0
"Không đáng tiền và mọi ng sẽ say sóng nếu đi ngắm san hô 15"" ngồi thuyền ngắm mất thêm 50k/ ngừoi
",2,0,0,0,0,0
"Bãi xe hơi bất tiện, hồ bơi hơi xuống cấp",0,5,0,0,0,0
"Thấy mấy bạn cứ check in ở đây nhiều nên mình quyết định lết xác qua xem quán như thế nào. Nói chung view quán khá là đẹp đủ để những teeng đến sống ảo, quán khá rộng, menu của quán đa dạng gồm thức uống, đồ ăn vặt, bánh nữa nhé! Thấy giá cả ở đây khá là ổn, mình thích cách phục vụ của nhân viên quán này lịch sự và zễ thương lắm. tóm lại quán này khá là tuyệt view đẹp thức uống thức ăn ngon khá yên tỉnh! tuyệt! có dịp mình sẽ ghé quán để thưởng thức nốt.",0,0,0,5,0,0
 - Ghế xe buýt thoải mái khi làm việc,0,0,0,0,4,0
đây là một nhà hàng địa phương và rất nổi tiếng,0,0,5,0,0,0
"Lần đầu tiên trải nghiệm tại Kabin. Ấn tượng đầu tiên là nhà hàng có view rất đẹp, tạo cho khách cảm giác thoải mái. Menu tuy ít món nhưng rất ngon và đẹp, sẽ quay lại trong tương lai.",0,0,5,5,0,0
"Là 1 khách sạn lớn tiêu chuẩn quốc tế thì chẳng có gì phải bàn về chất lượng phục vụ tuy nhiên đấy chỉ là đối với khách còn đội bảo vệ ở đây ko mấy thiện chí vs các bên sự kiện luôn theo dõi sát xao để bắt lỗi phạt tiền ( 1 lần tôi thấy họ …
",0,4,0,0,0,0
Đây là lần thứ tư tôi quay lại đây và muốn giới thiệu. Tôi sẽ trở lại đây mà không nghi ngờ gì nữa. Các loại bia và cocktail rất rẻ và bạn khó có thể đi bộ sau khi rời đi do rượu ngon và hiệu thuốc bên kia đường. Tôi,0,0,0,4,0,0
"Cảnh cực đẹp, phục vụ ổn, dịch vụ chưa đa dạng lắm nhưng thái độ nhân viên tốt. Recommend cho các bạn ko thích nơi đông đúc. Tốt nhất đi ô tô với cả nhà lên đây nghỉ.
",4,0,0,0,0,0
"hổm rồi về cháu quên đánh giá mất :v Cô chú cho thuê xe rất hiền và nhiệt tình ^^ xe thì chất lượng khỏi phải bàn vì chú cũng kiêm luôn thợ sửa xe ^^ giá cả hợp lý. Nhờ vậy mà mới chở crush vi vu khắp QN đc <("") Lần sau cháu sẽ tới thuê tiếp ạ ^^",0,0,0,0,5,0
"Lễ tân va nhân viên thiếu thân thiện khách từ lúc vào và ra trả phòng không nhận đc câu chào hỏi và cảm ơn, nv dọn phòng không thay bàn trải kem đáng răng, hai ngày ko không có nước lọc... quá tồi",0,2,0,0,0,0
"uy Quy NHơn là nơi có đồ ăn rất rất ngon và rất rất rẻ, tuy nhiên ở Quê Hương đồ ăn bình thường, gía mắc, phục vụ bình thường chả có gì ghi dấu ấn",0,0,0,5,0,0
"Xe đi từ quảng ngãi vào bình dương mà 3 tiếng đồng hồ chưa ra khỏi quảng ngãi, xe thì hàng chất đầy xe, trể lịch trình khách hàng, nhận khách ngồi cả dưới sàng!!! Quá tệ!
",0,0,0,0,1,0
Bánh ít nói để được 3 ngày ở nhiệt độ thường nhưng ngày thứ 3 bỏ ra mốc xanh luôn 🤣,0,0,0,0,0,3
"Siêu thi C.O.O.P Mart được tỉnh Bình Định ưu đãi cho thuê mặt bằng 50 năm. Hiện giờ siêu thị là nơi tập trung mua sắm và tham quan của người dân Bình Định và khách du lịch thập phương. Những nghành như thực phẩm, giày da, điện thoại, đồng hồ. Mặt trước và sau là hệ thống karaoke, cửa hàng xe máy Yamaha, ngân hàng, cafe...
",0,0,0,0,0,0
"nhất định lần sau mình sẽ quay lại vì dịch vụ & tay nghề các bạn khá tốt !
",4,0,0,0,0,0
"View từ ban công đep, đi lại ra chợ đêm gần. 2 tụi mình thuê xe máy ks đi chơi theo các điểm bạn lễ tân tư vấn rất ưng ý.",0,5,0,0,0,0
"Khá gần biển, chợ đêm và siêu thị! Chị lễ tân rất thân thiện và dễ thương!",0,4,0,0,0,0
"Cực kì thích luôn. Nhân viên nhiệt tình thân thiện. Đặc biệt là bạn Tâm, đã khiến mình hài lòng.",4,4,0,0,0,0
"Tài xế đẹp trai nhiệt tình, phục vụ chu đáo.",0,0,0,0,5,0
"Đi dịp Tết nên thấy quán đông hơn mà nhân viên phục vụ cũng dễ thương, nhanh nhẹn. Ở Quy Nhơn thấy quán này là nhân viên khá chuyên nghiệp, phục vụ nhẹ nhàng có hỏi han chứ không như các quán khác. Quán này đi buổi tối đẹp hơn, không gian lung linh, huyền ảo, nhiều ánh đèn, mà mấy ngày này ngồi ở ngoài hơi lạnh. Có 1 số khu vực để sống ảo cũng tốt. Nước pha vừa uống, không đến nỗi tệ. Quán này có chị chủ rất dễ thương và nhiệt tình.",0,0,0,4,0,0
"Bãi biển nằm trên đường Xuân Diệu, gần Tượng Đài Chiến Thắng. Chiều tối có thể đi dọc bãi biển, ghé Surf Bar ngắm biển, uống ly cà phê hoặc cocktail.",5,0,0,0,0,0
"Là một quán nhậu, với cách nấu và bài trí bình thường, tôi đã làm birtbday cho con gái ở đây, được nhà hàng trang trí và có 2 chú gấu đón tiệc rất dễ thương, tôi thích nhất món cá chình nướng muối ớt của nhà hàng",0,0,0,3,0,0
"Kiến trúc mang đậm phong cách Pháp, tuy vắng hơn trước nhưng lại mang nét thơ mộng riêng. Nên đi vào thứ 7 & CN.",0,4,0,0,0,0
"Đi Quy Nhơn nhiều rồi nhưng là lần đầu tiên mình ở khách sạn này. Gia đình mình vô cùng ấn tượng vì khách sạn hiện đại, phòng ốc xịn sò. Đi gần Tết nên khách sạn trang trí Tết rất ấn tượng; chỉn chu. Nhưng thích nhất vẫn là nhân viên vô cùng nhiệt tình; chu đáo, tư vấn từ a đến z những chỗ ăn chơi và đặc sản ở QN, chỗ nào mình cũng hài lòng. Chắc chắn sẽ quay lại.",0,5,0,0,0,0
"Đây là món đặc biệt nhất. Nên ăn khi đến đây, sự kết hợp giữa nước cua và sứa tươi cùng các loại rau sẽ rất thơm ngon.",0,0,0,5,0,0
"Lâu rồi mới được về quê nên nhất định phải đi ăn bún cá. Mọi lần thì toàn ăn bún cá Quê hương thôi, nhưng do sáng nay dậy trễ nên phải đi ăn bún cá chỗ khác. Chạy một đoạn thì thấy bún cá Phượng Tèo. Chỗ này mới mở, ngày trước bún cá PT chỉ là quán nhỏ nhỏ thôi. Vậy mà bây giờ không gian quán rộng và thoáng mát ghê. Bún chả cá ở đây 25k/tô. Theo mình thấy thì hơi ít, vì mình ăn không thấy no. Phải gọi thêm một chén chả cá không để ăn kèm. Bún chả cá thì ăn cũng được, nước lèo cũng ngọt và thơm. Ngoài ra mình còn gọi thêm cuốn chả cá. Khuyên mấy bạn là đừng gọi món này nha. Ăn dở lắm :( cuốn không khéo, mà cuốn lại bị khô nữa. Nói chung là ăn ngán lắm. Được cái là cô phục vụ cũng vui vẻ.",0,0,0,3,0,0
"Món ăn thì được chút xíu, chả có gì gọi là đặc sắc. Được cái không gian thoáng mát, chủ yếu để phục vụ cho người nước ngoài, phục vụ bình thường",0,0,0,2,0,0
"cho thuê xe với thủ tục đơn giản mà chi phí lại rẻ , mình rất thích dịch vụ bên bạn khi đi du lịch Quy Nhơn",0,0,0,0,5,0
"(Bản dịch của Google) Thật tốt khi có thể mua internet và phạm vi giá khác nhau, nhưng tôi đã gặp khó khăn trong việc tìm vị trí. Đừng để bị mất!
",0,0,0,0,3,0
"Quán phục vụ nhanh, sạch sẽ, món ăn tươi ngon và giá rất tốt.",0,0,0,5,0,0
"Ai đi Qui Nhơn nhớ ghé quán này, hải sản ở đây rẻ lắm luôn. Mình gọi nửa kí tôm càng, nửa kí tôm vỗ, 1 tô ốc thập cẩm, 1 tô cháo hải sản tô lắm, nước ngọt linh tinh mà tính hết có 375k, ăn mắc mệt luôn đó.Phải biết những chỗ như này để ăn được nhiều, chứ nhiều chỗ chặt giá ghê lắm á.",0,0,0,5,0,0
"Bữa sáng ngon miệng, nhà hàng hơi nhỏ vào giờ cao điểm (7-8 giờ sáng) thường không còn bàn trống",0,0,0,3,0,0
Tài xế tốt! Chất lượng phục vụ tốt,0,0,0,0,4,0
